Feature	Gain	Cover	Frequency
matm_tend6	0.000474336922984901	0.00146583162048217	0.00119813811457593
mpagomiscuentas_lag1	0.000474011234993405	0.00157479677904616	0.00114512315375399
Master_mpagospesos_lag1	0.000465419849004683	0.00161140220862329	0.00128296205189104
internet_lag1	0.000463382384547612	0.000416351428828723	0.00106029921643888
thomebanking_lag1	0.000448513921707845	0.00033731892223921	0.000678591498520883
cmobile_app_trx_delta1	0.000441701354248991	0.000747934684131235	0.00111331417726082
tmobile_app_tend6	0.000440787581034443	0.00283720851982449	0.000890651341808658
mvr_msaldopesos_delta1	0.000438516015144754	0.000861308876600186	0.00126175606756227
ctarjeta_visa_debitos_automaticos_lag1	0.000431182051151702	0.0013764827591271	0.00100728425561694
mplazo_fijo_dolares_tend6	0.000423228413650774	0.0016417429608927	0.000455928663068718
ccajas_otras_tend6	0.000419697228214645	0.00331747025121771	0.000667988506356494
ctarjeta_debito_tend6	0.000418344926269712	0.0051750485222691	0.000678591498520883
cpagomiscuentas_tend6	0.000417502649113151	0.00125954229517563	0.00104969622427449
Master_status_tend6	0.000415883601136806	0.000348258175009489	0.000307486772767275
mvr_msaldototal_delta1	0.000414512995101583	0.000970357942918568	0.0012299470910691
cpagomiscuentas	0.0004111459162173	0.00105036448572743	0.000784621420164771
mpayroll_delta1	0.000409782011039512	0.00220314026651644	0.00102849023994571
tmobile_app_lag1	0.00040758146929824	0.000340082964962874	0.0010390932321101
tpaquete9	0.00040561690290751	0.00176006778763921	0.000286280788438497
mv_status02	0.000405170795195005	0.000655672849546069	0.000360501733589219
Visa_fultimo_cierre_delta1	0.000405127158241536	0.000200911321890171	0.000848239373151103
Master_mconsumototal_tend6	0.000403192265943233	0.000512621643549242	0.0010390932321101
mvr_mconsumototal_lag1	0.000401842374053843	0.000572343160468019	0.0010390932321101
ctarjeta_visa_debitos_automaticos	0.000400938415207305	0.000759418915079415	0.00102849023994571
ctarjeta_master_trx_tend6	0.000399398414041677	0.00149318524134148	0.000858842365315492
Master_mfinanciacion_limite_tend6	0.000399069736773366	0.00114763314898743	0.000752812443671604
mforex_buy_tend6	0.000398619691085924	0.00812066355772187	0.000869445357479881
Visa_mconsumosdolares_delta1	0.00039523181424708	0.000445420437402526	0.000954269294794991
porcentaje_pay_lag1	0.000394717948681016	0.00101953057388417	0.00119813811457593
mextraccion_autoservicio_lag1	0.000393543179745701	0.0010460573233596	0.00128296205189104
tpaquete7	0.000390597905254537	0.000782626510237381	0.000159044882465832
ccomisiones_otras_delta1	0.000389612689242039	0.000458658363448035	0.000901254333973047
mplazo_fijo_dolares	0.000387611536955767	0.00272116885513201	0.000519546616055051
porcentaje_pay_tend6	0.000387273581373013	0.00157480054069297	0.00116632913808277
cpayroll_trx_tend6	0.000386843501598478	0.0014836286624636	0.00108150520076766
mv_cconsumos_delta1	0.000384329890622366	0.00173454938981425	0.000752812443671604
mv_status02_tend6	0.000384102665973168	0.000726716309222	0.000445325670904329
mv_mconsumototal_lag1	0.000381400559369748	0.000361753581940853	0.000858842365315492
mv_msaldototal_delta1	0.000380530420456038	0.00077469365772107	0.0011345201615896
mv_Finiciomora_delta1	0.000379532418483841	0.00122073407593283	0.000159044882465832
ccuenta_debitos_automaticos_lag1	0.000379045994261752	0.00246160670383499	0.000901254333973047
Master_msaldopesos_lag1	0.000375908152854732	0.000763150391948436	0.000858842365315492
mv_msaldopesos_delta1	0.000373875497853528	0.000749708799596973	0.000954269294794991
Master_fultimo_cierre_delta1	0.000373662746537277	0.000268831693492665	0.00102849023994571
Master_mpagospesos	0.000372627048646671	0.00089195063738284	0.000996681263452546
num_nas_delta1	0.000370283505807159	0.000354816874914953	0.000827033388822326
ctarjeta_visa_trx_delta1	0.000367993247434831	0.00104970573692555	0.000954269294794991
mvr_Visa_mlimitecompra_tend6	0.000366773417077484	0.00114316492672141	0.000805827404493548
mvr_mpagado_tend6	0.000364520827653602	0.00144027330314003	0.000731606459342827
ctarjeta_debito_trx_delta1	0.000355996177134814	0.00113781878215049	0.000954269294794991
catm_trx_tend6	0.000354506297707459	0.00149662139055163	0.000933063310466214
mextraccion_autoservicio_delta1	0.000352044753087437	0.00094759806049951	0.000943666302630602
mvr_Master_mlimitecompra_tend6	0.000349865491021809	0.000860924190637451	0.000848239373151103
mv_mpagado_tend6	0.00034763460469599	0.00216553753992436	0.000742209451507215
mvr_mconsumototal_delta1	0.000343298672945099	0.000907814807049417	0.00088004834964427
mv_mconsumospesos_delta1	0.000341526089852799	0.000617332763410575	0.000784621420164771
matm_lag1	0.000340076221552886	0.000864186766716134	0.000986078271288158
mv_status05	0.00033648927187116	0.000223277997064941	0.000201456851123387
mv_mconsumosdolares_lag1	0.00033167376920245	0.000602109992909564	0.000816430396657937
mv_mfinanciacion_limite_tend6	0.000327824661625321	0.000756107591128783	0.000498340631726273
ctransferencias_emitidas_delta1	0.00032678566384432	0.000728989188347663	0.000646782522027716
Visa_Finiciomora_tend6	0.000326035799078978	0.00197509710739225	0.000371104725753608
mvr_mconsumosdolares_lag1	0.000322516399980356	0.000445399940265816	0.000858842365315492
Master_mpagominimo	0.000319516197757447	0.000857309862197712	0.000922460318301825
Master_delinquency	0.000318918147743134	0.00013695396035638	9.54269294794991e-05
ccomisiones_mantenimiento_lag1	0.000318607902363099	0.000459885965369827	0.00061497354553455
ccajas_otras	0.000318097127657233	0.00136480461144735	0.000212059843287776
cextraccion_autoservicio_lag1	0.00031010423601233	0.000855953366296389	0.000890651341808658
mtarjeta_master_consumo	0.000293879872100455	0.000683935560641004	0.000667988506356494
Master_mconsumospesos	0.000291848613070058	0.000569994818101212	0.000827033388822326
Visa_Finiciomora_lag1	0.000290321873443363	0.00195160900085774	0.000328692757096053
Visa_Fvencimiento_delta1	0.000288408556079298	0.0001300280008928	0.000508943623890662
ccajas_extracciones_tend6	0.00028808663819606	0.0013497286219403	0.000667988506356494
mprestamos_prendarios	0.000288014833954653	0.00534662398896674	0.000540752600383828
mv_status05_delta1	0.000287544125836443	0.000890955336343754	0.000201456851123387
mv_status05_tend6	0.000287075826820069	0.00248909889147992	0.000508943623890662
Visa_fechaalta_delta1	0.000284808132266277	0.000100980717748543	0.000275677796274109
mv_fultimo_cierre_delta1	0.000283920746450045	0.000168480706127741	0.000678591498520883
Visa_delinquency	0.000282715972105992	0.000144350970122763	0.000116632913808277
Master_mconsumototal_lag1	0.000280345167311504	0.000682687768655712	0.00069979748284966
Master_mconsumospesos_delta1	0.000279484284535025	0.00083683068927115	0.000689194490685271
mvr_mconsumosdolares	0.000277873652424295	0.000514453949388109	0.000721003467178438
Master_msaldopesos_delta1	0.000277105873502534	0.000985300432347947	0.000752812443671604
porcentaje_pay_delta1	0.000272580930415292	0.00091097244085888	0.00135718299704177
mextraccion_autoservicio	0.000270868966220908	0.000585703148114156	0.00069979748284966
ccajas_consultas	0.000267048917553104	0.00269186217189434	0.000392310710082385
Master_mconsumototal	0.000266962311487589	0.00053494855274343	0.000604370553370161
cextraccion_autoservicio	0.000264979123234586	0.000595822592184366	0.000657385514192105
mtarjeta_master_consumo_lag1	0.000261595668740279	0.000488837211367929	0.000646782522027716
Master_msaldototal_delta1	0.000260414495018458	0.000840225844207874	0.00061497354553455
mv_mlimitecompra_tend6	0.000256698501989527	0.000372781502100268	0.000392310710082385
Master_mconsumospesos_lag1	0.000254292110860695	0.000689457427855846	0.000678591498520883
Master_mpagospesos_delta1	0.000247999086039647	0.00142262941392165	0.000678591498520883
cforex_tend6	0.000247254204402156	0.000923308953498994	0.000519546616055051
mv_status04_delta1	0.000243812041209653	0.000890902212678575	0.000296883780602886
matm	0.000243328575561912	0.000389442373207927	0.000657385514192105
ctarjeta_master	0.000240235461030669	3.42321375120813e-05	3.18089764931664e-05
minversion1_pesos	0.000235570765348534	0.0035734388782849	0.000339295749260441
cforex_buy_tend6	0.000231662224174108	0.00439297842868666	0.000498340631726273
mv_mconsumototal_delta1	0.000227021563145245	0.000409088379749822	0.000572561576876995
Master_mpagominimo_delta1	0.000226965796316189	0.000792351595538768	0.000646782522027716
Visa_mfinanciacion_limite_tend6	0.000225982322512735	0.00040859345450501	0.000381707717917996
cforex_sell_tend6	0.00022386685331949	0.00202556919541058	0.000625576537698939
Visa_msaldodolares_tend6	0.000223763467371972	0.00104045692217152	0.000540752600383828
Visa_status_delta1	0.000223230067887889	0.000307930787832821	0.000169647874630221
Visa_mlimitecompra_tend6	0.000222191830450677	0.000463903480933151	0.00043472267873994
mvr_msaldodolares2_tend6	0.000215743532857292	0.000637639437961909	0.000477134647397496
ctransferencias_recibidas_delta1	0.000215375359447021	0.000396922983655495	0.00053014960821944
ctarjeta_visa_debitos_automaticos_delta1	0.000214912230175484	0.000596920532443603	0.000318089764931664
Master_mfinanciacion_limite_delta1	0.000213607762669323	0.00153344415119252	0.000551355592548217
catm_trx_other_tend6	0.000213351593601091	0.000756493658920959	0.000593767561205772
matm_delta1	0.000210235433105837	0.000251701768058063	0.000498340631726273
matm_other_tend6	0.000209773683616364	0.00120533435449505	0.000508943623890662
cpagomiscuentas_lag1	0.00020912110428776	0.000300305238830545	0.000593767561205772
mtarjeta_master_consumo_tend6	0.000207497236986076	0.00061770601089627	0.000455928663068718
Master_cconsumos_lag1	0.000206446827385294	0.000365488513383477	0.000477134647397496
mv_mconsumosdolares	0.000201915555865603	0.000601535228630379	0.000561958584712606
tcallcenter_delta1	0.000197953627969657	0.000232633750064049	0.000212059843287776
ccajas_depositos_tend6	0.000197800563388257	0.00121515670523543	0.000455928663068718
Visa_mpagado	0.000191385038598662	0.00058118702242751	0.000381707717917996
Master_mlimitecompra_delta1	0.000191274321016032	0.000325406017091088	0.000360501733589219
mpagomiscuentas_delta1	0.000190276914528646	0.000576505307512842	0.000572561576876995
Master_delinquency_tend6	0.000187960575043227	0.00122063266500551	0.000275677796274109
catm_trx_lag1	0.000187431476219912	0.0012502025099834	0.000413516694411163
ctarjeta_visa_descuentos_tend6	0.00018340432164381	0.00398588686924749	0.000561958584712606
mvr_mconsumosdolares_delta1	0.000182941556419274	0.000825150392078942	0.000519546616055051
mv_mconsumosdolares_delta1	0.000179899056673623	0.000455355176937445	0.00043472267873994
mprestamos_hipotecarios_tend6	0.000169446964806558	0.00406408943372104	0.00043472267873994
mvr_mpagado	0.000169336736034207	0.00121362732711737	0.000455928663068718
Master_mconsumosdolares_tend6	0.000168419544920457	0.000184019071119433	0.000519546616055051
Master_cconsumos	0.000165533624013275	0.000313917487117981	0.000424119686575552
ctarjeta_master_trx	0.00016287274194557	0.00129602666114007	0.000402913702246774
Visa_mpagosdolares_tend6	0.000162136611138776	0.000178570978243084	0.000413516694411163
Visa_mpagosdolares	0.000160601726477904	0.000297512868603339	0.000296883780602886
ccallcenter_trx_lag1	0.000159727408297526	0.000714999009708093	0.000466531655233107
ccheques_depositados_tend6	0.000158904089447105	0.00140586751572818	0.000307486772767275
mtarjeta_master_consumo_delta1	0.000157101843482033	0.00168875302878301	0.000381707717917996
Visa_mfinanciacion_limite_delta1	0.000157050015903169	0.000383540195823579	0.000307486772767275
Visa_mpagado_delta1	0.000156060672584751	0.000482071697656118	0.000339295749260441
catm_trx	0.00015539988249335	0.000817211321330146	0.000392310710082385
matm_other_lag1	0.000155089444147911	0.000266971213686861	0.000328692757096053
mprestamos_prendarios_lag1	0.000154328591955805	0.00128870043174839	0.000169647874630221
mv_mpagado	0.00015408757319183	0.00130352247171149	0.000445325670904329
mplazo_fijo_dolares_lag1	0.000153259086344853	0.00102421267264035	0.000381707717917996
mvr_msaldodolares2_delta1	0.000152710285024178	0.00234715898342692	0.000371104725753608
mttarjeta_master_debitos_automaticos_lag1	0.000151911260893882	0.00100033327806911	0.000424119686575552
mcuenta_debitos_automaticos_delta1	0.000151769642766462	0.00113023138699445	0.000445325670904329
mv_Fvencimiento_delta1	0.000149104595482113	7.82578376511851e-05	0.000222662835452165
mcaja_ahorro_adicional	0.000148431365302117	0.00237653045911172	0.000307486772767275
ccajas_consultas_delta1	0.000146718153176127	0.000590866277052435	0.000212059843287776
mvr_mpagosdolares_tend6	0.000144307059808485	0.00105015836283581	0.000360501733589219
mcheques_depositados_tend6	0.000142639600406807	0.00114342440358313	0.00026507480410972
mprestamos_hipotecarios_lag1	0.000140345672630796	0.00215953180210024	0.000233265827616553
mv_status02_delta1	0.000139449166460621	0.000150990890892041	0.000201456851123387
tcuentas_lag1	0.000139158971395053	0.00369157853988631	0.000413516694411163
ccuenta_debitos_automaticos_delta1	0.00013591158388561	0.00158801512917459	0.000254471811945331
ccajas_extracciones	0.000134810739059847	0.00119457151528342	0.000318089764931664
mv_mfinanciacion_limite_delta1	0.00013465869038984	0.00165320147445961	0.00034989874142483
Visa_mlimitecompra_delta1	0.000132882108832472	0.000261172673510594	0.000296883780602886
mvr_msaldodolares2_lag1	0.000130197305780016	0.00063869377382545	0.000487737639561884
thomebanking_delta1	0.000128223443927935	0.000205159833275062	0.000222662835452165
mv_msaldodolares_tend6	0.000127702440331807	0.000886007619261678	0.000424119686575552
mv_status01_delta1	0.000124485420512048	0.000122372819325843	0.000106029921643888
Visa_mpagosdolares_lag1	0.000123739272654339	0.000300072477338026	0.000360501733589219
Master_mconsumototal_delta1	0.000123297302656268	0.000766051005481859	0.000392310710082385
Master_cconsumos_delta1	0.000120776418680885	0.000164253996940699	0.000254471811945331
mvr_msaldodolares_tend6	0.000118047917030872	0.000327770787874583	0.000318089764931664
Master_mpagosdolares_tend6	0.000116221580536742	0.00118407721159317	0.000455928663068718
Master_Fvencimiento_delta1	0.000114445175004452	0.000119404649686411	0.000307486772767275
Visa_msaldodolares_lag1	0.000114019450461175	0.00032263844302552	0.000307486772767275
minversion2	0.000113724449008582	0.00239766078077824	0.000222662835452165
mvr_msaldodolares_lag1	0.000112454530153205	0.000684117271212505	0.000498340631726273
ccajas_trx_delta1	0.000109520297610894	0.000422156801383893	0.000254471811945331
mttarjeta_master_debitos_automaticos_tend6	0.000107230689554339	0.00166699881112385	0.000360501733589219
ctarjeta_visa	0.000103403518357136	6.24497856135764e-05	8.48239373151103e-05
Visa_Finiciomora_delta1	0.000102267317067128	0.000465054928699079	8.48239373151103e-05
mv_status03_tend6	0.000101546128772524	0.000198702160455402	0.000116632913808277
mcaja_ahorro_adicional_lag1	0.000100698493214412	0.00158399293074482	0.000233265827616553
cseguro_accidentes_personales	0.000100629855485897	0.000222041797093293	0.000222662835452165
mvr_mpagado_lag1	0.000100388616639689	0.000931358724139681	0.000243868819780942
ctarjeta_master_trx_lag1	9.91823066222606e-05	0.0001822585436432	0.000275677796274109
active_quarter_tend6	9.88423101835424e-05	0.00146245197274251	0.00026507480410972
catm_trx_other	9.86567493792671e-05	0.000971454654884969	0.000222662835452165
ccajas_trx_lag1	9.82404593591574e-05	0.00089070322923906	0.000286280788438497
cseguro_accidentes_personales_lag1	9.75936857176241e-05	0.000369736564158554	0.00026507480410972
Master_fechaalta_delta1	9.13094196763326e-05	5.60189816997149e-05	0.000307486772767275
cpagomiscuentas_delta1	9.12609385086105e-05	0.000747453500412532	0.000254471811945331
Master_msaldodolares_tend6	9.10782528946935e-05	0.000772849222490443	0.000212059843287776
tcallcenter_lag1	8.97968028484844e-05	0.000286329185558594	0.00026507480410972
Visa_cadelantosefectivo	8.86104158062365e-05	4.24628510412467e-06	1.06029921643888e-05
Master_mconsumosdolares_lag1	8.62587683006997e-05	0.000195654228549899	0.000169647874630221
mforex_sell_delta1	8.59394754057423e-05	0.000422531507467332	0.000190853858958998
mv_fechaalta_delta1	8.31585227121622e-05	5.8771432409734e-05	0.000233265827616553
mttarjeta_master_debitos_automaticos	8.17769564012552e-05	0.000723970383817675	0.000243868819780942
matm_other	8.16687415982141e-05	0.000544739658784779	0.000243868819780942
mv_mpagosdolares_tend6	7.98300206289762e-05	0.000605765315622722	0.000243868819780942
mv_status03_delta1	7.92595014687453e-05	0.000951654344055487	0.000148441890301443
mv_status03	7.84632495060997e-05	0.00032769532463344	0.000307486772767275
ctarjeta_master_descuentos_tend6	7.83632540207587e-05	0.00219888261970358	0.000243868819780942
Master_mpagado_tend6	7.76556525471378e-05	0.000301313667249321	0.000212059843287776
Visa_delinquency_lag1	7.62256480270138e-05	0.000120486007992356	7.42209451507215e-05
Master_Finiciomora	7.55739145668281e-05	0.000384366529829343	5.3014960821944e-05
mvr_msaldodolares_delta1	7.45793322633767e-05	0.000840305606473945	0.000254471811945331
cextraccion_autoservicio_delta1	7.37150221563205e-05	0.000147977965332379	0.00026507480410972
Visa_msaldodolares	7.17740413150847e-05	0.000248147011820895	0.000190853858958998
mcheques_emitidos_tend6	7.02533428787103e-05	0.00203476841784133	0.000222662835452165
mvr_mpagado_delta1	6.84167988141816e-05	0.000500793106765328	0.000254471811945331
mforex_sell_lag1	6.66384588449855e-05	9.64806366370742e-05	0.000190853858958998
mv_mpagado_lag1	6.64564901563209e-05	0.000285783823539183	0.000137838898137054
cseguro_vida_tend6	6.6060799295576e-05	0.000829347929311118	0.000159044882465832
cpayroll_trx_delta1	6.53160951098892e-05	0.000181653302348009	0.000190853858958998
mv_mpagado_delta1	6.49656613996284e-05	0.00021814204410567	0.000180250866794609
tcuentas_tend6	6.43250693645259e-05	0.000724411110641076	0.000137838898137054
matm_other_delta1	6.41920811949007e-05	0.000347781136779109	0.000190853858958998
mvr_mpagosdolares	6.33922953096167e-05	0.000299549608431183	0.000254471811945331
ctarjeta_master_trx_delta1	6.31178697766166e-05	0.000540402940620567	0.000190853858958998
ctarjeta_debito_delta1	6.22296548098027e-05	0.00179802902220294	0.000180250866794609
Visa_mpagosdolares_delta1	5.98339077338822e-05	7.67188634953376e-05	0.000212059843287776
Visa_msaldodolares_delta1	5.87266759918652e-05	0.000178746931191914	0.000190853858958998
Master_mconsumosdolares	5.69465123603682e-05	5.99555067041317e-05	0.000180250866794609
mv_msaldodolares_lag1	5.66452130539575e-05	0.000321051872522257	0.000212059843287776
mvr_msaldodolares2	5.63565813894795e-05	0.000437198091618309	0.000180250866794609
mv_status04_lag1	5.63494128687871e-05	3.03701545291803e-05	8.48239373151103e-05
Master_mconsumosdolares_delta1	5.52626815409657e-05	5.45317493796056e-05	0.000116632913808277
cseguro_vida_lag1	5.49347717605105e-05	0.00110689681706451	0.000159044882465832
ctarjeta_master_debitos_automaticos_tend6	5.44916445200822e-05	0.000349533296510394	0.000180250866794609
active_quarter	5.34373554979599e-05	3.14071407564057e-05	0.000106029921643888
mprestamos_prendarios_tend6	4.95108294257564e-05	0.000899152502124822	0.000116632913808277
Master_status_lag1	4.94756850464148e-05	0.000716943474036594	0.000106029921643888
Visa_mpagado_lag1	4.87925822211767e-05	0.000236859307726557	0.000148441890301443
minversion2_lag1	4.64903333842502e-05	0.000919742605248181	9.54269294794991e-05
ccajas_extracciones_lag1	4.60605635186296e-05	0.000427944363692933	0.000148441890301443
tpaquete9_tend6	4.56372900154479e-05	9.10995624886169e-05	2.12059843287776e-05
catm_trx_other_lag1	4.50123218420175e-05	9.49729839485579e-05	0.000137838898137054
ccajas_extracciones_delta1	4.44305757942055e-05	0.00033795302841606	0.000116632913808277
ccheques_depositados_delta1	4.32321432002346e-05	0.00110257929097587	0.000127235905972666
catm_trx_delta1	4.3100798387921e-05	0.000127976368014313	0.000190853858958998
cseguro_vida	4.25463078119762e-05	0.000281744889619522	0.000116632913808277
mv_status05_lag1	4.10446266394308e-05	2.33206748672282e-05	6.36179529863327e-05
mvr_msaldodolares	4.10352620096674e-05	0.000318898982253061	0.000169647874630221
Master_mpagado_lag1	4.02816391815809e-05	8.59064939124483e-05	0.000116632913808277
Master_Finiciomora_lag1	3.9804917625175e-05	0.000219995691532571	4.24119686575552e-05
Master_cadelantosefectivo_tend6	3.96687911593074e-05	3.25102244918958e-05	0.000159044882465832
mv_mlimitecompra_delta1	3.90768604976408e-05	0.000264207017426593	0.000116632913808277
Master_msaldodolares	3.83002941180254e-05	0.00119786180471923	0.000127235905972666
tpaquete9_lag1	3.82437465612365e-05	0.000220228836866601	6.36179529863327e-05
ctarjeta_master_debitos_automaticos_lag1	3.80856776805618e-05	0.000145611659182838	8.48239373151103e-05
mttarjeta_master_debitos_automaticos_delta1	3.78460205772471e-05	0.000362407724644598	0.000116632913808277
Master_status_delta1	3.68877648270367e-05	8.07339224729889e-05	0.000106029921643888
Visa_delinquency_delta1	3.67637403701436e-05	5.63879301604823e-05	5.3014960821944e-05
Master_mpagosdolares_lag1	3.63539813981346e-05	2.88037740894183e-05	7.42209451507215e-05
cforex_lag1	3.52508870229521e-05	0.000141263732846492	8.48239373151103e-05
mvr_mpagosdolares_lag1	3.45109238491848e-05	0.000220187151678462	0.000137838898137054
ccheques_emitidos	3.40585778109665e-05	0.000769053260247504	9.54269294794991e-05
cseguro_vivienda	3.40395605744171e-05	6.08970699316205e-05	6.36179529863327e-05
mcaja_ahorro_adicional_delta1	3.33050331549846e-05	0.000745416990889595	9.54269294794991e-05
mprestamos_prendarios_delta1	3.18431504311356e-05	0.00112718360862555	0.000116632913808277
ccajas_depositos_lag1	3.17365728119866e-05	0.000195736524169945	6.36179529863327e-05
Master_madelantopesos_tend6	3.11276745233424e-05	3.88189668051289e-05	0.000169647874630221
mcaja_ahorro_adicional_tend6	3.08391077812879e-05	0.000402650666688755	6.36179529863327e-05
catm_trx_other_delta1	2.8998803151112e-05	5.67316218497988e-05	9.54269294794991e-05
Master_mpagado_delta1	2.88589063246349e-05	5.23700307556466e-05	5.3014960821944e-05
Master_mpagosdolares	2.85426249522408e-05	3.67567399009274e-05	0.000106029921643888
mv_mpagosdolares_lag1	2.84865202636396e-05	0.000106593862474799	0.000116632913808277
cforex_buy_delta1	2.84809516325783e-05	0.00054909549225626	5.3014960821944e-05
active_quarter_lag1	2.77001212677308e-05	1.81386609265881e-05	6.36179529863327e-05
mforex_sell	2.74602675018747e-05	0.000100703277104096	9.54269294794991e-05
mv_status01_lag1	2.63964310825795e-05	0.000158020180490493	4.24119686575552e-05
cplazo_fijo_lag1	2.5336642024579e-05	2.74481226394203e-05	2.12059843287776e-05
minversion1_pesos_lag1	2.48817832964311e-05	0.000282561243745989	3.18089764931664e-05
mv_msaldodolares_delta1	2.4470238674422e-05	0.000148987238202481	0.000127235905972666
ccajas_otras_lag1	2.41251047637199e-05	0.00035681975992149	7.42209451507215e-05
cseguro_auto_lag1	2.39970058039698e-05	0.000741930481673155	7.42209451507215e-05
mcheques_depositados	2.37956504774532e-05	0.000323066886920556	8.48239373151103e-05
mcheques_emitidos	2.36460121098529e-05	0.000386392445326565	4.24119686575552e-05
ccheques_emitidos_tend6	2.32887534930909e-05	0.000707276118498523	7.42209451507215e-05
Master_msaldodolares_lag1	2.30830670223805e-05	0.000235817792169497	6.36179529863327e-05
mcheques_depositados_delta1	2.29387563701087e-05	0.000673574833796721	0.000106029921643888
ccajas_trx	2.18573568165024e-05	9.76443673313672e-05	5.3014960821944e-05
ccajas_consultas_lag1	2.13814439776347e-05	0.000430488541998862	7.42209451507215e-05
Master_cadelantosefectivo_lag1	2.06158627169418e-05	1.85092982900056e-05	6.36179529863327e-05
minversion1_pesos_delta1	1.99301788015014e-05	1.54324247345428e-05	5.3014960821944e-05
mcheques_emitidos_lag1	1.98147891939022e-05	0.000285833108789248	4.24119686575552e-05
Master_mpagosdolares_delta1	1.97764824858796e-05	1.39762835768577e-05	5.3014960821944e-05
Master_msaldodolares_delta1	1.97761066258956e-05	6.59091956193105e-05	6.36179529863327e-05
ctarjeta_master_debitos_automaticos	1.97607044262637e-05	0.00033515075507786	8.48239373151103e-05
ccheques_depositados	1.90836721966706e-05	0.000209014139427734	6.36179529863327e-05
Master_Finiciomora_tend6	1.90654686107677e-05	0.000194365211986282	5.3014960821944e-05
ctarjeta_visa_lag1	1.85120824301338e-05	0.000635264226689304	7.42209451507215e-05
cseguro_vivienda_lag1	1.84583792394626e-05	5.04059905100637e-05	4.24119686575552e-05
mprestamos_hipotecarios	1.82247753722474e-05	0.000116625253302291	1.06029921643888e-05
mvr_Visa_mlimitecompra_delta1	1.76528887423894e-05	0.000447431690154012	7.42209451507215e-05
Visa_status_lag1	1.64593827104575e-05	2.380953541616e-05	5.3014960821944e-05
mv_cadelantosefectivo_tend6	1.62531809198654e-05	8.57964081669759e-05	3.18089764931664e-05
minversion1_pesos_tend6	1.60139825331777e-05	0.000113926310098963	3.18089764931664e-05
Master_madelantodolares_lag1	1.51145895521723e-05	2.54663489160103e-06	1.06029921643888e-05
mtarjeta_visa_descuentos_lag1	1.46600880788945e-05	4.66341335140418e-05	4.24119686575552e-05
cforex_sell_lag1	1.43169677192824e-05	3.49219007080851e-05	3.18089764931664e-05
mv_status06_lag1	1.42667263837074e-05	1.31413515212386e-05	4.24119686575552e-05
mvr_Master_mlimitecompra_delta1	1.41151830770479e-05	0.000138564175496746	5.3014960821944e-05
mv_msaldodolares	1.36834077310935e-05	8.73739967788711e-05	6.36179529863327e-05
ccajas_depositos	1.35632496343624e-05	0.000143488401478323	3.18089764931664e-05
mv_mpagosdolares	1.34490050074428e-05	4.49424672049555e-05	3.18089764931664e-05
cseguro_accidentes_personales_tend6	1.33777707571514e-05	0.000275100669825316	4.24119686575552e-05
Visa_madelantodolares	1.31266616485559e-05	2.03308565665531e-05	5.3014960821944e-05
ccajas_depositos_delta1	1.28966011085814e-05	0.00011723916941564	4.24119686575552e-05
cforex_sell	1.24924927519388e-05	8.06196912391933e-05	7.42209451507215e-05
Master_mpagado	1.19435683075723e-05	0.000116822471070854	5.3014960821944e-05
mtarjeta_visa_descuentos_delta1	1.17473435385708e-05	0.000190496319856176	4.24119686575552e-05
cforex_sell_delta1	1.17201594475732e-05	4.59617199543537e-05	3.18089764931664e-05
cliente_vip_lag1	1.13665942094431e-05	7.04974067417992e-05	2.12059843287776e-05
cinversion2	1.12733477222382e-05	0.000443228395299165	4.24119686575552e-05
mtarjeta_visa_descuentos_tend6	1.12696803204803e-05	0.000171799706908602	5.3014960821944e-05
minversion2_tend6	1.10999908866987e-05	0.000133329268195833	2.12059843287776e-05
mv_mpagosdolares_delta1	1.05697640883974e-05	7.60181224321075e-05	5.3014960821944e-05
cprestamos_hipotecarios_lag1	1.01515469067362e-05	0.000223480972456174	2.12059843287776e-05
mtarjeta_master_descuentos_delta1	9.65206756880546e-06	8.30629959959227e-05	2.12059843287776e-05
mvr_mpagosdolares_delta1	9.09785882358568e-06	0.000142151635030686	6.36179529863327e-05
mcheques_depositados_lag1	9.01518255643828e-06	0.000187352504341123	2.12059843287776e-05
Visa_madelantopesos_lag1	8.93402592046656e-06	1.13914180707202e-05	4.24119686575552e-05
cforex_delta1	8.76790169909349e-06	2.4661586803188e-05	3.18089764931664e-05
Visa_cadelantosefectivo_tend6	7.73153565793575e-06	8.57194863280893e-06	1.06029921643888e-05
ccheques_emitidos_delta1	7.64985171049955e-06	1.5857414055976e-05	1.06029921643888e-05
cforex	7.28942247367739e-06	8.60350040504684e-06	3.18089764931664e-05
Visa_madelantopesos_tend6	7.27955936369768e-06	0.00035533383266252	4.24119686575552e-05
Master_madelantopesos_lag1	6.82591955040939e-06	4.21028077035441e-06	2.12059843287776e-05
cforex_buy	6.30983466225593e-06	9.76814464213694e-05	1.06029921643888e-05
ctarjeta_visa_descuentos_lag1	6.2277157686977e-06	6.43748275616e-06	1.06029921643888e-05
Visa_madelantopesos_delta1	5.94808381858925e-06	3.77945705794778e-06	2.12059843287776e-05
tpaquete7_lag1	5.78738419107027e-06	0.000109137733707518	3.18089764931664e-05
cliente_edad_delta1	5.54528463715012e-06	2.59202798874038e-05	3.18089764931664e-05
cinversion2_lag1	5.47121957366018e-06	1.46512304905211e-06	1.06029921643888e-05
cseguro_auto	5.2708439582879e-06	7.12160348194611e-05	1.06029921643888e-05
